serial_no,race,education,income,gender,age,relationship
0194991,28,13,042500,1,54,01
0194991,28,13,011000,2,47,02
0194991,28,05,000000,1,18,03
0194991,28,05,000000,1,16,13
0195054,47,13,055000,1,64,01
0195054,47,11,006000,2,64,02
0195074,47,15,016000,1,59,01
0195074,47,13,000000,2,56,02
0195074,47,14,027000,2,29,03
0195077,47,14,123000,1,32,01
0195159,37,01,003100,2,78,01
0195177,47,11,034000,2,29,01
0195190,47,11,003100,2,20,01
0195236,47,09,000000,1,74,01
0195236,62,09,000000,2,74,02
0195291,37,10,009000,2,28,01
0195303,47,11,025000,1,48,01
0195303,47,09,035000,2,45,02
0195303,47,07,001600,2,17,03
0195303,47,02,,1,11,03
0195332,47,14,062000,1,34,01
0195332,47,13,026700,2,27,02
0195332,47,02,,1,07,05
0195357,47,10,045400,1,52,01
0195357,47,11,031000,2,49,02
0195357,47,07,001000,2,17,03
0195360,47,13,015000,1,30,23
0195383,47,10,026500,2,50,01
0195383,47,11,034300,1,46,02
0195421,47,13,004900,2,47,01
0195421,47,03,,1,12,03
0195421,47,02,,2,09,03
0195421,47,02,,2,09,03
0195434,47,09,013500,1,29,01
0195439,37,05,016300,1,18,01
0195439,37,00,,2,01,03
0195439,37,00,,2,00,03
0195479,37,10,000270,1,18,23
0195498,47,09,000000,1,67,01
0195498,47,11,000000,2,65,02
0195508,47,13,010000,1,30,01
0195508,47,12,026000,2,28,02
0195508,47,00,,1,00,03
0195521,47,09,025000,2,20,01
0195521,37,08,010600,2,19,17
0195683,47,10,002000,1,80,01
0195683,47,09,000000,2,78,02
0195683,47,09,024600,2,43,03
0195722,37,05,020000,1,51,01
0195722,37,09,008000,2,44,02
0195823,47,13,000000,1,85,01
0195823,32,04,000000,2,71,02
0195853,37,11,023000,1,59,01
0195853,37,16,000000,2,58,02
0195853,37,07,009000,1,36,04
0195853,37,06,000000,2,33,10
0195860,47,09,000000,1,58,01
0195860,47,05,000000,2,59,02
0195871,47,09,000000,2,71,01
0195911,37,05,000000,2,93,22
0195928,47,09,000000,1,42,01
0195928,47,11,042000,2,41,02
0195928,47,04,000000,1,15,03
0195928,47,04,,1,13,03
0195968,47,13,097000,1,63,01
0195968,47,13,000000,2,61,02
0195974,47,13,022000,2,25,01
0195975,47,09,000000,1,73,01
0195975,47,06,000000,2,61,02
0195999,47,11,053000,1,54,01
0195999,47,11,040000,2,47,02
0195999,47,06,000000,2,17,03
0195999,47,04,,2,14,03
0196013,11,09,000000,2,61,01
0196037,37,13,026000,1,44,01
0196037,37,12,021000,2,39,02
0196037,37,04,,2,14,03
0196037,37,02,,1,10,03
0196037,37,02,,2,06,03
0196037,37,01,000000,2,60,09
0196070,47,14,062000,1,47,01
0196070,47,13,035000,2,35,02
0196070,47,02,,2,09,03
0196070,47,02,,1,07,03
0196070,47,02,,1,06,03
0196095,47,09,020000,1,52,01
0196095,47,09,013000,2,47,02
0196095,47,09,015000,1,23,03
0196155,47,04,036000,1,50,01
0196155,01,13,000000,2,43,02
0196212,47,11,024500,1,28,01
0196212,47,08,000000,2,24,19
0196212,47,01,,2,05,20
0196304,47,10,014900,2,72,01
0196316,37,06,000000,2,74,01
0196344,47,13,024000,1,37,01
0196402,37,08,013200,2,42,01
0196402,37,11,025000,1,53,02
0196402,37,09,022900,1,25,03
0196402,37,11,000000,2,21,03
0196402,37,05,000000,1,16,03
0196402,37,00,,1,00,08
0196440,37,09,020000,1,41,01
0196457,47,11,018000,1,62,01
0196457,47,10,000000,2,58,02
0196480,47,09,025300,2,36,01
0196480,47,04,,2,14,03
0196480,47,03,,1,12,03
0196541,47,14,055000,1,69,01
0196541,47,13,000000,2,68,02
0196542,47,11,050000,1,48,01
0196542,47,11,041000,2,42,02
0196542,47,06,008000,1,18,04
0196596,47,08,000000,2,50,23
0196646,47,09,040000,1,37,01
0196646,47,09,026000,2,29,02
0196646,47,02,,2,05,03
0196646,47,01,,1,03,03
0196688,47,04,000000,1,81,01
0196688,47,03,000000,2,82,02
0196903,37,13,040000,1,47,01
0196903,37,11,009000,1,22,03
0196935,47,09,000000,1,53,01
0196935,47,09,049300,2,56,02
0196980,47,13,000000,2,55,01
0196983,37,11,000000,1,24,01
0196983,37,09,016000,2,20,02
0197051,47,16,070000,1,54,01
0197051,47,16,043400,2,54,02
0197082,37,11,025000,2,41,01
0197082,37,07,000490,1,17,03
0197082,37,04,000000,1,15,03
0197101,47,13,106000,1,40,01
0197101,47,13,008700,2,45,02
0197101,20,01,,2,03,04
0197101,11,00,,1,01,04
0197103,47,09,000000,1,43,01
0197103,47,02,,1,06,03
0197103,47,09,000000,2,35,19
0197103,47,03,,1,12,21
0197106,47,14,065000,2,37,01
0197106,47,04,,1,14,03
0197116,37,08,022000,1,41,01
0197146,47,09,000000,1,76,01
0197146,47,06,000000,2,76,02
0197213,47,14,038300,1,42,01
0197213,47,13,094000,2,40,02
0197213,47,01,,2,03,03
0197213,47,00,,2,02,03
0197230,47,09,013500,1,21,22
0197295,47,04,000000,2,93,22
0197332,47,16,045000,2,56,01
0197375,47,04,000000,1,66,01
0197375,47,10,000000,2,68,02
0197399,47,04,000000,2,61,01
0197607,37,06,016000,2,36,01
0197607,37,03,,2,13,03
0197616,47,09,000000,2,51,01
0197636,37,05,000000,2,27,01
0197636,37,02,,2,10,03
0197664,47,09,000000,2,73,01
0197700,47,07,010000,1,32,22
0197756,10,11,000000,2,20,01
0197756,47,11,003000,2,20,18
0197756,47,11,000000,2,19,18
0197763,47,09,024600,1,27,01
0197763,47,09,007200,2,30,19
0197763,47,03,,1,12,21
0197763,47,02,,1,10,21
0197763,47,02,,2,08,21
0197771,47,05,000000,1,59,01
0197771,47,07,000000,2,35,02
0197783,47,14,000000,2,73,01
0197783,47,14,000000,2,73,06
0197816,47,11,000000,2,47,01
0197816,47,14,111000,1,56,02
0197816,47,11,007300,1,20,03
0197816,47,06,000500,2,16,03
0197869,47,16,050000,1,50,01
0197869,47,09,012000,2,44,02
0197919,47,13,069000,1,50,01
0197919,47,13,040000,2,47,02
0197919,47,06,000000,1,16,03
0197936,47,10,050000,1,37,01
0197936,47,12,025000,2,35,02
0197936,47,01,,2,04,03
0197936,47,00,,1,02,03
0198022,47,06,000000,1,60,01
0198022,47,09,000000,2,58,02
0198037,10,10,000600,1,35,01
0198037,10,09,000000,2,32,02
0198037,10,01,,1,03,03
0198045,47,07,000000,2,78,01
0198053,47,09,000000,1,75,01
0198053,47,05,000000,2,65,02
0198076,47,12,012600,2,65,01
0198078,47,11,040000,1,52,01
0198078,12,13,055000,2,49,02
0198091,47,09,010000,2,45,01
0198093,47,14,068000,1,34,01
0198093,47,15,110000,2,36,02
0198093,47,00,,1,01,03
0198102,47,05,000000,1,19,01
0198102,47,03,000000,1,18,16
0198102,47,03,000000,1,17,16
0198102,47,03,000000,1,23,21
0198102,47,03,000000,1,17,21
0198111,47,11,050000,1,54,01
0198111,47,11,000000,2,54,02
0198111,47,11,012000,1,23,03
0198111,47,07,000000,2,19,03
0198129,47,09,010900,2,56,01
0198227,47,14,050000,1,46,01
0198227,47,13,025000,2,46,02
0198227,47,04,000000,2,15,03
0198227,47,02,,1,07,03
0198371,47,10,000000,1,70,01
0198371,47,09,000000,2,70,02
0198397,47,14,078000,2,35,01
0198397,47,14,026200,1,38,02
0198397,47,00,,2,02,03
0198413,37,09,003900,1,48,01
0198413,37,09,003900,2,52,02
0198433,47,09,017000,2,63,01
0198505,47,09,027000,2,27,01
0198505,47,11,025000,1,26,19
0198524,47,10,010000,2,35,01
0198524,47,02,,1,10,03
0198524,47,02,,1,10,03
0198529,47,03,000000,2,64,01
0198548,47,09,020000,1,24,01
0198548,47,10,001800,2,22,02
0198548,47,01,,1,03,03
0198548,47,00,,2,02,03
0198552,37,05,000000,2,64,01
0198555,47,09,051000,1,42,01
0198555,47,09,002000,2,38,02
0198555,47,02,,2,09,03
0198555,47,02,,2,07,03
0198578,47,16,000000,2,79,22
0198609,47,09,049000,1,53,01
0198609,47,09,024000,2,51,02
0198609,47,13,015000,1,23,03
0198609,47,01,000000,2,84,09
0198652,47,13,079000,1,77,01
0198652,47,12,000000,2,67,02
0198822,47,11,000000,1,23,01
0198822,01,11,018000,1,24,18
0198822,47,08,027000,1,24,18
0198822,15,11,008000,2,22,18
0198823,47,12,035000,1,29,01
0198823,47,09,035000,1,32,18
0198823,47,13,018800,1,30,18
0198914,15,13,040000,2,45,01
0198932,28,13,010000,1,22,01
0198983,47,10,000000,1,73,01
0198983,47,10,000000,2,74,02
0199026,47,07,000000,1,60,01
0199072,47,09,027800,1,39,01
0199072,47,09,010700,2,37,02
0199072,47,04,,1,14,03
0199072,47,02,,1,08,03
0199072,47,02,,2,06,03
0199147,32,09,038000,1,36,01
0199147,47,10,000800,2,39,02
0199147,66,01,,1,04,03
0199147,66,00,,1,02,03
0199147,47,02,,1,09,05
0199230,37,07,025000,1,40,01
0199230,37,11,025000,2,44,02
0199230,37,09,012000,1,19,05
0199259,47,13,030000,1,63,01
0199259,47,09,019000,2,58,02
0199272,37,12,024000,1,47,01
0199272,37,13,017000,2,45,02
0199287,47,09,000000,2,93,22
0199288,47,14,088000,1,29,01
0199288,47,09,016000,2,23,06
0199325,37,09,009100,2,65,01
0199325,37,13,042900,2,34,03
0199325,37,01,,1,07,08
0199325,37,01,,1,03,08
0199325,37,09,010400,1,33,10
0199352,47,09,003000,1,35,01
0199352,47,05,,1,14,03
0199361,47,10,000000,1,86,01
0199361,47,03,009700,2,79,02
0199366,37,04,,1,13,22
0199377,47,05,000000,1,34,01
0199377,47,05,017400,2,48,02
0199377,47,02,,2,08,20
0199377,47,02,,1,06,20
0199388,47,09,044000,1,62,01
0199405,47,11,000000,2,45,01
0199405,47,14,085000,1,48,02
0199475,47,10,000700,1,19,23
0199526,37,04,000000,1,64,01
0199526,37,09,045800,2,61,02
0199540,47,11,055000,2,60,01
0199650,47,11,053000,1,50,01
0199708,47,13,064000,2,29,01
0199760,47,10,020000,1,57,01
0199760,47,14,045000,2,49,02
0199760,47,11,000000,1,21,03
0199760,47,11,012000,1,19,03
0199760,47,04,,2,12,03
0199760,47,05,,1,12,03
0199760,47,09,015000,1,20,08
0199760,47,01,,1,03,08
0199794,47,13,053000,1,28,01
0199794,47,11,008000,2,26,02
0199795,47,09,065000,1,58,01
0199795,47,09,029100,2,46,02
0199822,37,07,000000,1,55,01
0199855,47,12,007300,2,22,23
0199872,37,13,032000,2,33,01
0199984,37,11,040000,1,26,01
0199984,37,10,045000,2,23,19
0200014,37,11,039000,1,39,01
0200014,37,11,000000,2,38,02
0200014,37,04,,1,13,03
0200014,37,03,,2,10,03
0200014,37,01,,1,03,03
0200149,47,13,085000,1,59,01
0200149,47,09,000000,2,58,02
0200160,37,07,000000,2,53,22
0200178,47,09,000000,1,51,01
0200178,47,11,000000,2,45,02
0200202,37,14,037500,2,43,01
0200202,37,13,011500,1,43,02
0200202,37,02,,2,09,03
0200245,71,11,000910,2,20,01
0200245,71,11,000570,2,19,06
0200264,47,11,100000,1,62,01
0200264,47,11,000000,2,62,02
0200264,47,11,035000,1,29,03
0200339,47,13,010000,1,27,01
0200339,47,07,011000,1,21,18
0200493,37,07,022000,1,49,01
0200493,37,07,013000,2,50,02
0200493,37,09,006500,2,22,03
0200528,47,09,000000,2,66,01
0200529,47,13,026900,1,38,01
0200529,47,14,054000,2,29,02
0200533,47,13,044200,2,45,01
0200548,37,11,030000,1,36,01
0200562,37,13,028000,1,47,01
0200562,37,13,034000,2,43,02
0200562,37,11,012500,2,21,05
0200621,47,09,052000,2,55,01
0200664,47,10,005800,1,20,01
0200664,47,09,027000,1,27,18
0200664,47,11,013000,1,23,18
0200703,47,09,000000,1,69,01
0200703,47,09,000000,2,67,02
0200704,47,09,000000,1,76,01
0200704,47,13,036000,1,37,03
0200729,47,11,055000,1,34,01
0200729,47,11,000000,2,33,02
0200729,47,03,,2,11,03
0200729,47,02,,1,09,03
0200729,47,02,,1,07,03
0200733,37,04,000000,2,77,01
0200759,37,04,000000,2,52,01
0200764,47,11,004500,1,39,01
0200774,37,09,028000,1,36,01
0200787,47,11,001600,2,30,01
0200787,47,11,002000,1,23,17
0200805,47,09,015000,2,22,01
0200805,47,08,022500,1,24,19
0200815,47,14,008200,1,29,01
0200815,47,13,001600,1,23,06
0200864,47,14,042000,1,46,01
0200864,47,14,030000,2,43,02
0200864,47,02,,1,11,03
0200864,47,02,,1,11,03
0200864,47,01,,1,03,03
0200870,47,08,000000,2,72,01
0200985,47,09,049000,1,52,01
0200985,47,09,000000,2,44,02
0200985,47,02,,2,09,05
0200988,47,09,015000,2,38,01
0200988,47,02,,1,06,03
0200995,47,06,000000,2,62,01
0201011,47,11,000000,2,35,22
0201017,47,14,085000,1,46,01
0201017,47,13,045000,2,49,02
0201066,47,13,319000,1,37,01
0201066,47,13,000250,2,38,02
0201066,47,02,,2,09,03
0201066,47,02,,1,07,03
0201066,47,02,,1,04,03
0201069,47,04,000000,1,73,01
0201069,47,05,000000,2,68,02
0201069,47,05,000000,2,33,03
0201105,47,13,046000,1,32,01
0201105,47,10,023700,2,33,02
0201105,47,00,,2,00,03
0201164,47,14,045000,2,45,01
0201186,71,07,012200,1,25,23
0201202,47,05,000000,1,51,01
0201202,47,07,000000,2,50,02
0201202,47,05,020000,1,23,03
0201203,20,05,100000,1,57,01
0201203,47,12,009000,2,62,02
0201278,47,09,022000,1,49,01
0201278,47,11,000000,2,49,02
0201278,47,09,008000,1,19,05
0201322,47,12,028800,1,21,01
0201322,47,10,020000,2,22,02
0201323,47,15,000000,1,73,01
0201323,47,11,000000,2,65,02
0201333,37,11,000000,1,21,23
0201335,37,09,002000,2,31,01
0201335,37,02,,1,10,03
0201335,37,02,,1,08,03
0201335,37,02,,2,06,03
0201335,37,09,000000,2,32,18
0201341,47,09,017000,2,38,01
0201341,47,02,,2,07,03
0201341,47,07,029500,1,39,19
0201342,47,13,060000,1,41,01
0201386,47,13,042300,1,25,01
0201390,47,09,026700,2,81,01
0201426,47,04,000000,1,83,01
0201426,47,03,000000,2,74,02
0201426,47,05,019000,1,57,03
0201426,47,04,000000,2,44,03
0201426,47,04,024000,1,34,08
0201426,47,09,021000,2,29,08
0201432,06,11,027000,2,52,01
0201432,52,13,030000,1,28,03
0201490,37,09,028000,1,52,01
0201490,37,09,027000,2,53,02
0201490,37,10,000000,1,18,03
0201599,47,02,000000,1,56,23
0201610,47,09,024500,1,24,01
0201610,47,13,026500,2,24,02
0201692,47,13,000000,1,75,01
0201692,47,13,000000,2,75,02
0201700,47,11,068000,1,54,01
0201747,47,10,000000,1,44,01
0201747,47,11,000000,2,39,02
0201747,47,05,000000,1,16,03
0201747,47,04,,1,14,03
0201747,47,02,,1,09,03
0201757,47,16,045600,1,60,01
0201757,47,13,000000,2,70,02
0201760,47,09,038000,1,44,01
0201788,47,13,000000,1,66,01
0201788,47,09,000000,2,78,02
0201794,37,10,004600,1,18,23
0201815,47,14,039000,1,32,01
0201815,47,09,037000,2,34,02
0201815,47,00,,1,01,03
0201853,47,13,042000,1,52,01
0201857,47,09,000000,2,89,01
0201857,47,14,040000,2,62,03
0201862,37,12,014400,1,24,23
0201865,37,11,010000,2,33,01
0201865,37,04,,2,14,03
0201978,47,10,000000,1,81,22
0202031,47,13,113000,1,42,01
0202031,47,10,000000,2,39,02
0202031,47,06,000000,1,17,03
0202031,47,04,,1,13,03
0202078,47,13,026000,2,25,01
0202079,47,09,000000,2,86,23
0202090,47,13,077000,1,40,01
0202112,47,11,030000,2,41,01
0202146,47,13,047000,1,34,01
0202157,47,12,014000,2,62,01
0202157,47,13,015000,1,30,18
0202162,47,04,000000,1,89,22
0202177,47,10,000000,2,21,01
0202177,47,09,020000,1,21,02
0202210,47,09,018000,2,33,01
0202210,47,02,,1,08,03
0202234,47,09,002800,1,19,23
0202324,47,10,000600,1,77,01
0202324,47,09,000000,2,77,02
0202342,37,11,035000,1,39,01
0202342,37,13,017000,2,38,02
0202342,37,03,,1,13,03
0202365,37,13,018000,1,24,01
0202365,37,13,006100,2,23,19
0202379,47,10,029000,2,35,01
0202379,47,10,015000,1,34,19
0202428,47,11,017100,1,25,01
0202428,47,11,007300,2,20,02
0202456,47,15,070000,1,57,01
0202456,47,13,020000,2,51,02
0202456,47,04,000000,1,15,03
0202467,47,05,029000,1,57,01
0202467,47,07,015000,1,29,03
0202486,47,13,043500,1,31,01
0202486,47,13,070000,1,30,18
0202486,47,13,050000,1,29,18
0202518,47,11,050000,1,42,01
0202518,47,11,050000,2,45,02
0202551,47,02,000000,1,78,01
0202551,47,03,000000,2,76,02
0202581,47,13,026000,1,32,01
0202581,47,13,048000,2,31,02
0202605,47,10,057000,2,47,01
0202628,47,09,060000,1,44,01
0202628,47,09,000000,2,41,02
0202628,47,09,000000,1,17,03
0202628,47,04,,1,14,03
0202628,47,03,,1,12,03
0202628,47,03,,2,12,03
0202639,47,13,000000,2,93,01
0202651,47,10,089000,1,31,01
0202651,66,11,083000,2,35,02
0202651,47,01,,1,04,03
0202651,48,05,000000,2,15,04
0202651,47,04,,1,14,05
0202684,47,11,000000,1,84,22
0202714,37,14,000000,1,63,01
0202714,37,13,104000,2,43,02
0202714,37,03,,2,12,03
0202849,37,08,020000,1,51,01
0202849,37,09,012000,1,40,06
0202849,37,09,014300,1,34,13
0202849,37,10,023000,2,39,21
0202863,47,02,000000,1,73,01
0202863,47,04,000000,2,69,02
0202871,47,13,046700,1,31,01
0202871,47,12,017000,2,30,02
0202875,47,13,045000,1,36,01
0202875,47,12,007000,2,35,02
0202875,47,04,,1,14,03
0202875,47,02,,2,07,03
0202972,37,06,024000,2,57,01
0202972,37,06,020000,1,63,18
0202979,47,09,000000,1,54,01
0202979,47,12,027000,2,51,02
0202985,47,10,070000,1,37,01
0202985,47,09,040000,2,36,02
0202985,47,01,,2,03,03
0202985,47,00,,1,01,03
0202985,47,05,000000,2,16,05
0202985,47,04,,2,12,05
0203002,47,11,040200,1,49,01
0203002,47,09,000000,2,48,02
0203015,47,04,000000,2,32,01
0203015,47,03,,2,12,03
0203015,47,02,,2,11,03
0203015,47,02,,1,08,03
0203015,47,05,050000,1,32,18
0203015,47,02,,2,10,21
0203066,47,12,051000,1,35,01
0203066,47,02,,1,10,03
0203066,47,02,,1,08,03
0203069,47,09,036000,1,27,01
0203069,47,09,027000,2,23,02
0203069,47,00,,1,01,03
0203070,47,06,000000,1,67,01
0203070,47,04,000000,2,64,02
0203108,47,12,045000,1,37,01
0203111,47,13,037000,1,56,01
0203111,47,13,044900,2,53,02
0203136,01,09,053000,1,43,01
0203136,01,06,022000,2,44,19
0203136,01,09,015000,2,20,21
0203136,01,06,000000,2,17,21
0203136,01,05,000000,2,15,21
0203136,01,04,,2,14,21
0203146,37,07,013200,2,57,01
0203146,47,09,000000,2,47,17
0203146,47,09,000000,1,46,17
0203146,47,09,000000,1,35,17
0203263,48,09,000000,1,56,01
0203263,47,09,030000,2,52,02
0203263,47,06,020000,1,30,03
0203263,47,11,010000,2,21,21
0203274,47,13,029500,2,60,01
0203288,47,11,035000,1,31,01
0203288,47,13,010500,2,26,02
0203297,47,04,006000,1,87,01
0203297,47,09,000000,2,81,02
0203332,37,11,034700,2,31,01
0203332,37,03,,1,11,03
0203332,37,02,,2,10,03
0203332,37,02,,2,06,03
0203363,37,10,000000,2,26,01
0203363,37,09,054000,1,27,02
0203363,37,01,,2,09,03
0203363,37,01,,1,08,03
0203363,37,01,,2,07,03
0203363,37,00,,1,01,03
0203363,37,07,000000,1,42,07
0203373,37,04,015600,2,56,01
0203373,37,08,001000,1,38,03
0203448,37,12,023300,2,50,01
0203448,37,09,008100,1,26,03
0203482,47,11,026000,2,54,01
0203482,47,04,000000,2,15,03
0203530,47,10,000000,1,43,01
0203530,47,06,000000,2,37,02
0203606,47,13,090000,1,53,01
0203606,47,13,028000,2,52,02
0203606,47,11,000000,2,19,03
0203637,47,14,018000,2,33,01
0203656,37,11,032400,2,50,01
0203704,47,09,032000,1,39,01
0203704,47,09,026000,2,37,02
0203704,47,03,,1,13,03
0203708,01,09,014000,2,41,01
0203708,01,06,000000,1,17,03
0203708,01,03,,2,12,03
0203708,01,02,,2,07,03
0203734,47,04,000000,2,87,01
0203734,47,07,011300,1,38,13
0203775,47,09,016000,1,35,01
0203784,47,11,040000,1,46,01
0203784,47,13,030000,2,43,02
0203820,47,08,021500,1,32,01
0203820,47,12,021400,2,31,02
0203834,37,09,042000,1,38,01
0203834,66,09,000000,2,33,02
0203834,37,03,,2,12,03
0203834,37,02,,1,09,03
0203845,47,13,050000,1,39,01
0203888,47,11,062000,1,51,01
0203888,47,09,006800,2,47,02
0203888,47,04,,2,14,03
0203888,47,04,,1,12,03
0203973,47,15,130000,1,40,01
0203973,47,00,,2,01,03
0203981,47,09,026000,1,57,01
0203981,47,10,000000,2,53,02
0203981,47,08,000000,2,19,03
0203981,47,08,000000,2,17,03
0203981,47,00,,1,00,08
0203981,47,04,,2,13,21
0204010,47,06,026000,2,23,01
0204010,47,09,022000,1,23,19
0204012,47,09,027500,1,45,01
0204066,47,13,090000,1,40,01
0204066,47,13,000400,2,35,02
0204066,47,01,,1,04,03
0204073,47,13,020000,1,32,01
0204073,47,13,035000,2,25,02
0204073,47,00,,2,00,03
0204080,47,06,000000,2,84,22
0204105,47,09,043000,1,59,01
0204117,47,09,043000,1,44,01
0204171,47,15,125000,1,57,01
0204171,47,14,060000,2,52,02
0204194,47,14,000000,1,68,01
0204194,47,14,040000,2,53,02
0204194,47,11,040000,1,45,03
0204318,47,13,032100,2,39,01
0204322,47,04,000000,1,44,01
0204367,47,04,000000,2,93,01
0204367,47,09,000000,2,80,06
0204384,47,12,027000,1,32,01
0204384,47,13,005000,2,23,19
0204411,47,09,000000,1,48,01
0204440,47,09,010000,1,23,22
0204544,37,14,048900,1,45,01
0204544,37,11,039500,2,36,17
0204560,37,07,000800,2,39,01
0204560,37,09,025200,1,35,02
0204560,37,09,001800,1,19,03
0204560,37,01,,2,08,03
0204560,37,01,,1,05,03
0204572,47,11,000000,2,64,01
0204584,47,09,012000,2,35,01
0204584,47,04,000000,1,15,03
0204584,47,01,,1,10,03
0204584,47,01,,2,06,03
0204630,47,11,100000,1,37,01
0204630,47,13,031000,2,35,02
0204630,47,02,,1,09,03
0204630,47,02,,2,08,03
0204722,47,13,000000,1,78,01
0204722,47,13,000000,2,76,02
0204745,47,13,072000,1,43,01
0204745,47,09,014000,2,42,02
0204745,47,09,011000,2,19,03
0204745,47,04,,2,14,03
0204745,47,00,,1,02,08
0204745,47,09,000000,1,19,10
0204770,47,01,000000,2,77,01
0204788,47,13,052000,1,64,01
0204788,47,11,012000,2,61,02
0204843,47,11,002000,2,21,23
0204862,47,09,067000,1,38,01
0204862,47,11,001200,2,34,02
0204862,47,02,,1,07,03
0204862,47,02,,1,05,03
0204862,47,00,,1,01,03
0204862,47,04,000000,2,15,05
0204923,47,13,036000,1,29,01
0204923,47,13,032000,2,28,02
0204933,47,11,056000,2,48,01
0204933,47,10,012800,1,21,03
0204933,47,03,,1,12,03
0205063,47,09,000000,1,64,01
0205063,47,09,013000,2,65,02
0205210,47,11,000000,1,55,01
0205210,47,09,000000,2,53,02
0205249,47,13,030000,2,32,01
0205249,47,13,040000,1,33,02
0205249,47,02,,1,09,03
0205249,47,00,,2,00,03
0205258,47,11,030000,1,32,01
0205258,47,12,000000,2,33,02
0205258,47,00,,1,01,03
0205264,47,10,030000,2,48,01
0205264,47,09,000000,1,49,02
0205282,47,11,040000,1,56,01
0205282,47,09,000000,2,57,02
0205282,47,13,036000,2,28,03
0205297,37,13,012000,2,48,01
0205311,47,09,000000,1,63,01
0205311,47,09,000000,2,60,02
0205354,47,11,015100,2,48,01
0205408,37,12,000000,2,35,01
0205455,47,13,042000,1,38,01
0205455,47,07,006000,1,20,17
0205455,47,09,020000,2,39,19
0205511,47,12,045000,1,32,01
0205511,47,13,055000,2,30,02
0205538,47,14,096000,1,52,01
0205538,47,13,043000,2,51,02
0205540,47,06,000000,2,84,22
0205560,47,13,125000,1,45,01
0205560,47,09,046100,2,40,02
0205560,47,09,008000,1,22,05
0205605,47,08,000000,2,45,01
0205642,71,12,000000,2,59,01
0205642,47,08,000000,1,55,02
0205702,47,09,035000,1,36,01
0205702,47,13,045000,2,34,02
0205702,47,01,,2,08,03
0205702,47,01,,1,04,03
0205734,47,10,027600,2,26,22
0205741,47,11,041000,1,42,01
0205768,10,11,042000,1,34,01
0205768,10,09,000000,2,26,02
0205768,10,06,000000,2,16,03
0205768,10,04,,1,14,03
0205768,10,06,012000,2,49,09
0205768,10,08,015000,2,54,11
0205768,10,09,022000,2,26,12
0205772,37,09,007100,1,44,01
0205772,37,09,021200,2,45,02
0205772,37,09,009800,2,18,03
0205865,43,12,020000,1,35,01
0205865,15,10,007900,2,29,02
0205865,43,02,,2,06,03
0205874,47,07,009000,1,60,01
0205874,47,09,052000,2,57,02
0205919,47,07,000000,1,79,01
0205919,47,09,000000,2,73,02
0205948,47,12,030000,2,24,01
0205948,47,09,025000,2,32,06
0205957,47,09,023000,2,24,01
0205957,47,09,032000,1,30,19
0206004,37,04,000000,2,86,01
0206004,37,02,000000,1,41,04
0206103,47,11,000000,1,64,01
0206103,47,11,000000,2,63,02
0206130,47,10,040900,1,39,01
0206130,47,13,034000,1,35,18
0206133,47,09,027000,1,34,01
0206136,47,13,114000,1,72,01
0206136,47,13,000000,2,67,02
0206146,37,04,000000,2,80,22
0206166,47,15,000000,2,42,01
0206166,47,03,,2,11,03
0206166,47,02,,2,09,03
0206166,47,12,000560,2,21,05
0206236,47,10,008000,2,65,01
0206236,47,13,073000,2,41,03
